track_id,artist,title,base_strength,emo,popularity,hachijo_fit,oddity,stickiness,volatility,enabled,release_year,freshness_bonus
731,1986オメガトライブ,Super Chance,69,73,62,75,50,73,43,1,,0.0
732,松原みき,ニートな午後3時,68,77,58,66,44,76,47,1,,0.0
733,亜蘭知子,I'm In Love,80,83,52,82,40,82,50,1,,0.0
734,濱田金吾,Midnight Cruisin',74,86,55,76,48,82,53,1,,0.0
735,寺尾聰,SHADOW CITY,70,85,52,72,42,64,39,1,,0.0
736,来生たかお,Goodbye Day,81,80,48,80,40,77,45,1,,0.0
737,薬師丸ひろ子,セーラー服と機関銃,78,90,53,84,39,69,49,1,,0.0
738,松田聖子,瑠璃色の地球,75,92,52,78,41,78,45,1,,0.0
739,中森明菜,セカンド・ラブ,70,91,47,67,38,63,40,1,,0.0
740,山口百恵,秋桜,74,83,44,80,51,71,49,1,,0.0
741,太田裕美,さらばシベリア鉄道,76,72,61,70,48,75,55,1,,0.0
742,キャンディーズ,やさしい悪魔,72,84,59,84,54,69,52,1,,0.0
743,松本伊代,TVの国からキラキラ,72,90,52,65,45,82,58,1,,0.0
744,斉藤由貴,悲しみよこんにちは,78,79,48,81,46,63,54,1,,0.0
745,原田知世,天国にいちばん近い島,75,77,61,65,56,70,53,1,,0.0
746,高田渡,夕暮れ,69,76,58,76,56,68,56,1,,0.0
747,はっぴいえんど,はいからはくち,69,76,53,70,44,80,41,1,,0.0
748,細野晴臣,北京ダック,77,81,60,83,37,79,47,1,,0.0
749,大貫妙子,海と少年,75,79,49,66,53,68,38,1,,0.0
750,荒井由実,ひこうき雲,76,72,57,67,51,69,54,1,,0.0
751,松任谷由実,"Hello, my friend",81,92,50,80,40,79,42,1,,0.0
752,大滝詠一,雨のウェンズデイ,79,76,49,76,40,77,46,1,,0.0
753,山下達郎,高気圧ガール,72,91,48,73,42,78,55,1,,0.0
754,竹内まりや,元気を出して,69,82,49,68,38,63,40,1,,0.0
755,RCサクセション,トランジスタ・ラジオ,71,73,43,80,43,72,50,1,,0.0
756,井上陽水,傘がない,71,88,54,68,53,77,40,1,,0.0
757,矢野顕子,ラーメンたべたい,75,75,46,66,38,73,46,1,,0.0
758,小坂忠,ありがとう,72,73,46,69,46,73,43,1,,0.0
759,吉田美奈子,TOWN,74,86,59,78,51,74,51,1,,0.0
760,南佳孝,プールサイド,73,72,48,81,49,79,43,1,,0.0
761,鈴木茂,LADY PINK PANTHER,70,74,49,80,48,67,40,1,,0.0
762,ティン・パン・アレー,北京ダック,81,86,59,79,48,77,48,1,,0.0
763,シュガー・ベイブ,SHOW,74,79,61,70,39,74,57,1,,0.0
764,EPO,土曜の夜はパラダイス,81,79,58,69,56,82,52,1,,0.0
765,杉真理,Key Station,71,80,45,79,46,76,46,1,,0.0
766,佐野元春,ガラスのジェネレーション,67,73,59,69,43,71,43,1,,0.0
767,大江千里,十人十色,73,87,48,75,46,78,46,1,,0.0
768,小沢健二,いちょう並木のセレナーデ,80,87,49,82,52,73,54,1,,0.0
769,オフコース,Yes-No,78,89,48,82,44,65,49,1,,0.0
770,チューリップ,虹とスニーカーの頃,73,84,51,80,42,68,43,1,,0.0
771,サカナクション,夜の踊り子,69,56,76,57,44,63,74,1,,0.0
772,星野源,くだらないの中に,81,75,87,53,25,67,67,1,,0.0
773,米津玄師,アイネクライネ,76,70,76,61,25,66,78,1,,0.0
774,Official髭男dism,Stand By You,88,58,88,48,25,60,70,1,,0.0
775,King Gnu,白日,69,66,77,60,45,69,81,1,,0.0
776,Vaundy,東京フラッシュ,76,76,78,48,27,68,80,1,,0.0
777,藤井風,何なんw,72,63,73,49,28,59,62,1,,0.0
778,あいみょん,君はロックを聴かない,74,61,73,57,44,50,72,1,,0.0
779,ヨルシカ,ただ君に晴れ,87,69,82,51,41,56,64,1,,0.0
780,ずっと真夜中でいいのに。,秒針を噛む,76,61,77,60,27,59,75,1,,0.0
781,YOASOBI,夜に駆ける,73,70,77,61,39,52,62,1,,0.0
782,Aimer,カタオモイ,66,64,68,61,40,50,70,1,,0.0
783,milet,inside you,75,70,79,59,27,51,69,1,,0.0
784,緑黄色社会,Mela!,88,70,82,59,44,51,81,1,2020,0.5
785,Saucy Dog,いつか,71,70,78,63,30,53,65,1,,0.0
786,マカロニえんぴつ,ブルーベリー・ナイツ,75,62,72,56,30,55,82,1,,0.0
787,クリープハイプ,栞,87,62,87,58,31,61,67,1,,0.0
788,indigo la End,夏夜のマジック,82,58,81,59,35,69,81,1,,0.0
789,ゲスの極み乙女,ロマンスがありあまる,81,63,80,51,25,54,80,1,,0.0
790,Mrs. GREEN APPLE,青と夏,89,60,85,45,34,58,67,1,,0.0
791,RADWIMPS,ふたりごと,69,64,69,54,38,58,63,1,,0.0
792,back number,花束,75,68,72,45,30,51,66,1,,0.0
793,andymori,1984,74,69,75,50,38,67,68,1,,0.0
794,Galileo Galilei,青い栞,72,58,78,64,45,57,62,1,,0.0
795,Base Ball Bear,17才,86,61,86,51,29,66,64,1,,0.0
796,フレデリック,オドループ,75,58,78,50,30,65,69,1,,0.0
797,KANA-BOON,ないものねだり,71,72,68,63,39,56,66,1,,0.0
798,SHISHAMO,明日も,75,68,72,50,25,58,81,1,,0.0
799,チャラン・ポ・ランタン,進め、たまに逃げても,86,73,80,48,41,61,76,1,,0.0
800,Awesome City Club,勿忘,74,59,68,48,39,62,75,1,2021,0.5
801,Cody・Lee(李),我愛你,81,64,82,45,34,59,73,1,2020,0.5
802,マハラージャン,セーラ☆ムン太郎,70,73,69,51,26,52,81,1,2021,0.5
803,離婚伝説,愛が一層メロウ,88,61,88,65,28,55,81,1,2022,1.0
804,Kroi,Balmy Life,72,73,79,48,29,59,62,1,2021,0.5
805,WONK,Rollin',85,61,86,50,44,61,73,1,,0.0
806,imase,NIGHT DANCER,70,59,79,60,33,62,76,1,2022,1.0
807,TOMOO,Ginger,69,75,69,55,32,61,65,1,2022,1.0
808,Hana Hope,flowers,77,69,78,64,34,61,79,1,2023,1.0
809,新しい学校のリーダーズ,オトナブルー,74,56,76,48,32,65,80,1,2020,0.5
810,サカナクション,新宝島,88,57,84,64,32,61,63,1,,0.0
811,星野源,SUN,87,66,86,61,41,60,75,1,,0.0
812,米津玄師,LOSER,85,61,81,58,36,69,72,1,,0.0
813,Official髭男dism,Pretender,83,70,86,59,27,70,79,1,,0.0
814,King Gnu,飛行艇,81,74,86,53,25,63,77,1,,0.0
815,Vaundy,不可幸力,74,59,69,55,32,68,80,1,2020,0.5
816,藤井風,優しさ,86,58,81,65,43,70,67,1,2020,0.5
817,あいみょん,マリーゴールド,72,71,73,60,36,50,79,1,,0.0
818,ヨルシカ,だから僕は音楽を辞めた,73,68,68,65,30,61,68,1,,0.0
819,ずっと真夜中でいいのに。,正しくなれない,87,76,86,45,45,68,82,1,2020,0.5
820,YOASOBI,群青,86,75,83,45,28,64,67,1,2020,0.5
821,Aimer,蝶々結び,70,66,76,54,42,54,76,1,,0.0
822,milet,us,71,76,72,52,34,50,81,1,,0.0
823,緑黄色社会,Shout Baby,76,57,73,63,44,59,79,1,2020,0.5
824,Saucy Dog,シンデレラボーイ,87,62,85,59,26,51,64,1,2021,0.5
825,マカロニえんぴつ,恋人ごっこ,76,65,79,64,45,65,78,1,2020,0.5
826,クリープハイプ,社会の窓,67,72,69,54,45,55,79,1,,0.0
827,indigo la End,瞳に映らない,87,64,82,46,35,69,74,1,,0.0
828,ゲスの極み乙女,私以外私じゃないの,88,69,88,52,27,59,65,1,,0.0
829,Mrs. GREEN APPLE,僕のこと,87,70,85,63,35,61,77,1,,0.0
830,RADWIMPS,有心論,86,60,81,58,42,68,67,1,,0.0
831,back number,高嶺の花子さん,76,66,79,45,45,55,67,1,,0.0
832,andymori,16,73,66,73,55,39,66,72,1,,0.0
833,Galileo Galilei,ハマナスの花,70,62,73,61,25,66,67,1,,0.0
834,Base Ball Bear,changes,75,70,71,64,26,60,82,1,,0.0
835,フレデリック,オンリーワンダー,73,60,68,57,38,61,63,1,,0.0
836,KANA-BOON,シルエット,73,63,79,60,25,62,73,1,,0.0
837,SHISHAMO,君と夏フェス,67,67,73,52,39,65,63,1,,0.0
838,チャラン・ポ・ランタン,忘れかけてた物語,76,59,79,61,27,59,78,1,,0.0
839,Awesome City Club,アウトサイダー,87,69,86,52,38,67,74,1,,0.0
840,Cody・Lee(李),DANCE風呂a!,71,74,77,54,33,65,69,1,2022,1.0
841,マハラージャン,eden,71,67,72,49,27,57,72,1,2021,0.5
842,離婚伝説,本日のおすすめ,87,71,84,57,42,60,73,1,2024,1.5
843,Kroi,Juden,76,72,77,64,32,70,82,1,2024,1.5
844,WONK,Fleeting Fantasy,84,71,88,59,39,52,77,1,2023,1.0
845,imase,Nagisa,71,76,71,48,35,69,79,1,2023,1.0
846,TOMOO,Super Ball,70,58,79,50,45,66,67,1,2023,1.0
847,Hana Hope,We've Come So Far,82,56,80,51,25,60,75,1,2024,1.5
848,新しい学校のリーダーズ,青春を切り裂く波動,70,69,71,54,43,50,78,1,2023,1.0
849,サカナクション,ミュージック,82,75,85,54,32,65,66,1,,0.0
850,星野源,恋,68,68,73,46,32,59,82,1,,0.0
851,米津玄師,Lemon,76,62,77,55,45,54,75,1,,0.0
852,Official髭男dism,宿命,86,75,83,50,40,68,76,1,,0.0
853,King Gnu,Teenager Forever,83,59,83,48,44,61,64,1,2020,0.5
854,Vaundy,しわあわせ,84,72,87,57,34,53,62,1,2021,0.5
855,藤井風,きらり,66,58,69,63,31,50,79,1,2021,0.5
856,あいみょん,裸の心,86,68,80,52,25,58,62,1,2020,0.5
857,ヨルシカ,花に亡霊,73,71,74,51,33,59,65,1,2020,0.5
858,ずっと真夜中でいいのに。,あいつら全員同窓会,86,63,83,47,39,57,62,1,2021,0.5
859,YOASOBI,ハルジオン,69,62,68,52,45,61,69,1,2020,0.5
860,Aimer,残響散歌,85,60,85,64,34,56,77,1,2021,0.5
861,milet,Ordinary days,81,58,81,65,39,64,62,1,2021,0.5
862,緑黄色社会,花になって,81,74,86,59,43,62,63,1,2023,1.0
863,Saucy Dog,結,85,73,83,64,39,55,73,1,2020,0.5
864,マカロニえんぴつ,なんでもないよ、,87,63,87,50,41,68,79,1,2021,0.5
865,クリープハイプ,イト,87,67,84,48,25,57,66,1,,0.0
866,indigo la End,心雨,67,65,69,48,25,60,79,1,,0.0
867,ゲスの極み乙女,キラーボール,87,61,85,55,33,55,79,1,,0.0
868,Mrs. GREEN APPLE,ダンスホール,84,59,80,46,36,64,67,1,2022,1.0
869,RADWIMPS,君と羊と青,86,56,83,54,43,56,64,1,,0.0
870,back number,クリスマスソング,86,67,80,59,40,53,67,1,,0.0
871,The Cardigans,Lovefool,69,89,44,63,60,54,66,1,,0.0
872,Oasis,Whatever,68,84,49,71,64,60,63,1,,0.0
873,The Beach Boys,God Only Knows,65,70,41,73,50,54,60,1,,0.0
874,Prefab Sprout,When Love Breaks Down,69,71,52,59,59,60,70,1,,0.0
875,Everything But The Girl,Missing,73,73,44,62,57,66,56,1,,0.0
876,The Style Council,Shout to the Top!,72,86,42,74,66,63,53,1,,0.0
877,Fleetwood Mac,Dreams,66,78,54,55,59,69,65,1,,0.0
878,Tears for Fears,Everybody Wants to Rule the World,73,70,42,65,57,60,59,1,,0.0
879,The Sundays,Here's Where the Story Ends,75,77,36,68,65,54,59,1,,0.0
880,Belle and Sebastian,The Boy with the Arab Strap,73,89,37,69,59,73,54,1,,0.0
881,Kings of Convenience,Misread,69,83,45,59,52,55,59,1,,0.0
882,Phoenix,Lisztomania,69,90,46,69,66,72,69,1,,0.0
883,Vampire Weekend,A-Punk,79,85,50,70,65,62,70,1,,0.0
884,MGMT,Electric Feel,65,71,51,66,63,56,54,1,,0.0
885,Tame Impala,The Less I Know the Better,76,89,50,71,65,60,69,1,,0.0
886,The xx,Islands,71,77,55,69,51,68,63,1,,0.0
887,Beach House,Space Song,72,76,56,60,58,63,70,1,,0.0
888,Mac DeMarco,My Kind of Woman,68,78,44,68,57,60,67,1,,0.0
889,Men I Trust,Show Me How,73,90,42,69,47,63,65,1,,0.0
890,Clairo,Sofia,71,75,49,63,46,71,67,1,,0.0
891,Khruangbin,Friday Morning,70,83,36,66,58,57,51,1,,0.0
892,Norah Jones,Don't Know Why,67,84,56,61,57,55,56,1,,0.0
893,Simon & Garfunkel,The Only Living Boy in New York,73,77,39,56,57,71,51,1,,0.0
894,Nick Drake,Pink Moon,76,73,54,74,46,65,50,1,,0.0
895,The Beatles,Here Comes the Sun,71,71,52,67,63,63,56,1,,0.0
896,Enya,Orinoco Flow,68,74,43,67,62,68,50,1,,0.0
897,The Smiths,There Is a Light That Never Goes Out,73,74,44,61,61,74,56,1,,0.0
898,The Cure,Just Like Heaven,72,71,38,57,51,59,57,1,,0.0
899,New Order,Bizarre Love Triangle,72,89,55,65,59,66,63,1,,0.0
900,Talking Heads,This Must Be the Place (Naive Melody),69,88,39,62,65,67,70,1,,0.0
901,R.E.M.,Nightswimming,74,81,45,57,61,59,65,1,,0.0
902,The Stone Roses,Waterfall,71,71,43,59,52,65,54,1,,0.0
903,Blur,Coffee & TV,71,73,51,66,62,62,64,1,,0.0
904,Pulp,Common People,69,83,55,57,53,65,66,1,,0.0
905,Suede,Beautiful Ones,70,70,52,62,49,55,59,1,,0.0
906,Radiohead,Fake Plastic Trees,71,87,53,73,62,73,50,1,,0.0
907,Beck,Everybody's Got to Learn Sometime,72,72,39,56,57,68,62,1,,0.0
908,The Flaming Lips,Do You Realize??,73,77,46,73,49,72,62,1,,0.0
909,Wilco,"Jesus, Etc.",74,90,39,58,58,69,60,1,,0.0
910,Yo La Tengo,Autumn Sweater,68,82,48,70,52,60,51,1,,0.0
911,Pavement,Gold Soundz,76,90,55,56,62,72,58,1,,0.0
912,Dinosaur Jr.,Feel the Pain,67,75,43,58,58,69,69,1,,0.0
913,Sonic Youth,Sunday,73,78,50,68,48,67,58,1,,0.0
914,My Bloody Valentine,When You Sleep,75,76,49,67,57,62,58,1,,0.0
915,Slowdive,Alison,74,86,43,74,65,62,62,1,,0.0
916,Cocteau Twins,Heaven or Las Vegas,66,71,43,60,64,59,64,1,,0.0
917,The Jesus and Mary Chain,Just Like Honey,70,81,43,63,58,55,66,1,,0.0
918,Mazzy Star,Fade Into You,75,81,50,63,50,64,70,1,,0.0
919,Galaxie 500,Strange,75,81,47,70,58,54,59,1,,0.0
920,The Velvet Underground,Sunday Morning,68,86,52,62,48,70,60,1,,0.0
921,Lou Reed,Perfect Day,73,84,36,65,47,58,70,1,,0.0
922,David Bowie,Life on Mars?,73,78,36,71,51,64,57,1,,0.0
923,Prince,I Wanna Be Your Lover,74,74,56,74,65,61,55,1,,0.0
924,Steely Dan,Peg,70,86,50,55,50,57,68,1,,0.0
925,Donald Fagen,I.G.Y.,74,90,51,71,63,61,69,1,,0.0
926,Hall & Oates,I Can't Go for That (No Can Do),74,77,43,65,60,59,56,1,,0.0
927,Swing Out Sister,Breakout,70,87,53,66,59,71,50,1,,0.0
928,Sade,Smooth Operator,71,82,39,57,56,63,50,1,,0.0
929,Tracy Chapman,Fast Car,77,74,36,74,50,73,63,1,,0.0
930,Crowded House,Don't Dream It's Over,71,78,55,68,46,61,59,1,,0.0
931,The Cranberries,Dreams,74,71,52,70,53,68,62,1,,0.0
932,The La's,There She Goes,66,78,49,61,57,57,57,1,,0.0
933,The Lemonheads,Into Your Arms,68,89,46,56,51,54,52,1,,0.0
934,The Wannadies,You and Me Song,77,89,41,68,50,74,56,1,,0.0
935,The Divine Comedy,Something for the Weekend,76,84,39,65,54,61,57,1,,0.0
936,Camera Obscura,"Lloyd, I'm Ready to Be Heartbroken",72,74,52,63,62,74,63,1,,0.0
937,Alvvays,"Archie, Marry Me",79,87,49,71,52,74,52,1,,0.0
938,Real Estate,It's Real,68,72,52,55,59,62,57,1,,0.0
939,Wild Nothing,Chinatown,68,86,37,56,53,60,61,1,,0.0
940,Washed Out,Feel It All Around,73,88,53,61,56,66,69,1,,0.0
941,Toro y Moi,Ordinary Pleasure,70,81,37,54,61,61,66,1,,0.0
942,Metronomy,The Look,73,84,46,63,54,56,55,1,,0.0
943,Hot Chip,Over and Over,70,71,47,70,63,66,60,1,,0.0
944,The Cardigans,Carnival,72,75,38,73,46,58,52,1,,0.0
945,Oasis,Don't Look Back in Anger,76,89,40,71,53,73,64,1,,0.0
946,The Beach Boys,Kokomo,67,87,49,61,65,71,63,1,,0.0
947,Prefab Sprout,The King of Rock 'n' Roll,78,90,41,68,62,61,65,1,,0.0
948,Everything But The Girl,Each and Every One,77,85,43,69,47,57,56,1,,0.0
949,The Style Council,You're the Best Thing,67,84,39,56,56,69,58,1,,0.0
950,Fleetwood Mac,Everywhere,70,88,56,73,51,57,62,1,,0.0
951,Tears for Fears,Head Over Heels,73,70,43,71,66,69,65,1,,0.0
952,The Sundays,Summertime,66,74,55,67,52,64,61,1,,0.0
953,Belle and Sebastian,Another Sunny Day,74,78,43,55,61,69,64,1,,0.0
954,Kings of Convenience,I'd Rather Dance with You,67,81,40,55,63,66,51,1,,0.0
955,Phoenix,If I Ever Feel Better,68,82,40,61,56,62,65,1,,0.0
956,Vampire Weekend,Oxford Comma,75,85,51,71,50,61,64,1,,0.0
957,MGMT,Time to Pretend,71,87,54,69,66,56,51,1,,0.0
958,Tame Impala,Feels Like We Only Go Backwards,68,84,50,54,56,71,54,1,,0.0
959,The xx,Crystalised,72,82,44,66,54,63,50,1,,0.0
960,Beach House,Myth,71,75,56,61,48,62,61,1,,0.0
961,Mac DeMarco,Chamber of Reflection,68,83,37,74,66,55,64,1,,0.0
962,Men I Trust,Lauren,71,70,48,70,51,71,50,1,,0.0
963,Clairo,Bags,72,70,51,62,54,59,69,1,,0.0
964,Khruangbin,White Gloves,67,76,55,58,50,64,60,1,,0.0
965,Norah Jones,Sunrise,77,88,51,66,50,72,50,1,,0.0
966,Simon & Garfunkel,America,71,79,43,68,53,59,50,1,,0.0
967,Nick Drake,Northern Sky,75,76,52,66,65,70,50,1,,0.0
968,The Beatles,In My Life,70,78,54,57,59,67,53,1,,0.0
969,Enya,Caribbean Blue,71,73,51,55,59,61,66,1,,0.0
970,The Smiths,This Charming Man,74,88,39,69,57,59,64,1,,0.0
971,The Cure,Pictures of You,71,87,44,65,49,66,50,1,,0.0
972,New Order,Temptation,74,87,46,71,58,68,68,1,,0.0
973,Talking Heads,Once in a Lifetime,74,70,38,60,65,72,70,1,,0.0
974,R.E.M.,Losing My Religion,70,84,54,67,54,74,66,1,,0.0
975,The Stone Roses,I Wanna Be Adored,67,74,44,59,47,66,65,1,,0.0
976,Blur,The Universal,67,84,51,64,56,64,60,1,,0.0
977,Pulp,Something Changed,68,76,39,68,58,58,67,1,,0.0
978,Suede,Trash,72,70,38,60,48,74,67,1,,0.0
979,Radiohead,No Surprises,65,79,43,60,62,64,68,1,,0.0
980,Beck,The Golden Age,67,80,36,57,55,67,70,1,,0.0
981,The Flaming Lips,Race for the Prize,72,85,39,66,65,74,52,1,,0.0
982,Wilco,California Stars,76,85,46,62,56,58,69,1,,0.0
983,Yo La Tengo,Sugarcube,72,88,42,72,66,68,55,1,,0.0
984,Pavement,Cut Your Hair,66,81,37,59,65,71,61,1,,0.0
985,Dinosaur Jr.,Start Choppin,68,90,51,65,52,59,64,1,,0.0
986,Sonic Youth,Teen Age Riot,74,74,44,62,63,68,66,1,,0.0
987,My Bloody Valentine,Sometimes,73,78,42,60,53,65,62,1,,0.0
988,Slowdive,When the Sun Hits,75,80,49,68,52,72,54,1,,0.0
989,Cocteau Twins,Cherry-coloured Funk,68,80,50,56,64,69,60,1,,0.0
990,The Jesus and Mary Chain,Sometimes Always,71,84,41,63,56,74,54,1,,0.0
991,Mazzy Star,Blue Flower,75,85,47,71,59,69,62,1,,0.0
992,Galaxie 500,Tugboat,66,79,52,71,57,58,50,1,,0.0
993,The Velvet Underground,Pale Blue Eyes,74,78,56,72,65,67,66,1,,0.0
994,Lou Reed,Walk on the Wild Side,67,83,48,68,65,61,53,1,,0.0
995,David Bowie,Heroes,70,71,40,64,54,58,57,1,,0.0
996,Prince,Raspberry Beret,65,74,55,58,65,55,68,1,,0.0
997,Steely Dan,Deacon Blues,70,76,38,66,46,68,50,1,,0.0
998,Donald Fagen,The Nightfly,79,87,49,72,63,74,51,1,,0.0
999,Hall & Oates,You Make My Dreams,66,78,50,62,50,70,70,1,,0.0
1000,Swing Out Sister,Twilight World,72,70,44,68,48,59,69,1,,0.0
1001,"Earth, Wind & Fire",September,80,75,67,59,65,86,48,1,,0.0
1002,Jamiroquai,Virtual Insanity,81,74,83,70,52,77,71,1,,0.0
1003,The Beach Boys,Wouldn’t It Be Nice,79,77,49,75,63,77,47,1,,0.0
1004,ゆらゆら帝国,空洞です,82,71,61,78,52,72,41,1,,0.0
1005,Queen,Bohemian Rhapsody,79,84,59,63,42,81,46,1,,0.0
1006,NewJeans,Ditto,79,84,56,75,61,73,48,1,2022,1.0
1007,坂本龍一,Merry Christmas Mr. Lawrence,81,83,48,70,45,79,54,1,,0.0
1008,Marvin Gaye,What’s Going On,77,79,60,63,68,77,56,1,,0.0
1009,Michael Jackson,Rock with You,78,71,61,60,44,73,71,1,,0.0
1010,Oasis,Live Forever,78,73,76,73,54,78,75,1,,0.0
1011,Underworld,Born Slippy (Nuxx),78,83,72,78,62,84,62,1,,0.0
1012,Massive Attack,Teardrop,82,80,60,76,42,80,54,1,,0.0
1013,The Police,Every Breath You Take,79,88,66,62,68,82,43,1,,0.0
1014,Nirvana,Smells Like Teen Spirit,79,73,47,61,48,72,56,1,,0.0
1015,Thee Michelle Gun Elephant,世界の終わり,79,88,45,60,70,84,52,1,,0.0
1016,Billy Joel,Piano Man,77,89,48,57,54,74,60,1,,0.0
1017,"Grover Washington, Jr.",Just the Two of Us,77,74,45,65,39,84,62,1,,0.0
1018,Marvin Gaye,Ain’t No Mountain High Enough,79,73,49,77,49,82,71,1,,0.0
1019,Radiohead,High and Dry,80,69,75,72,47,74,46,1,,0.0
1020,The Doobie Brothers,What a Fool Believes,79,78,78,75,41,79,70,1,,0.0
1021,スチャダラパー,サマージャム’95,80,83,78,73,65,79,50,1,,0.0
1022,10cc,I’m Not In Love,79,70,78,68,46,70,47,1,,0.0
1023,Carpenters,(They Long To Be) Close To You,79,71,75,76,61,82,70,1,,0.0
1024,SUPER BUTTER DOG,サヨナラCOLOR,79,87,64,66,40,70,65,1,,0.0
1025,The Beatles,A Day In The Life,82,81,55,75,34,76,51,1,,0.0
1026,Björk,Hyper-ballad,78,76,83,71,37,78,61,1,,0.0
1027,boygenius,Not Strong Enough,79,86,69,62,33,73,65,1,2023,1.0
1028,Kendrick Lamar,Alright,81,88,67,59,57,82,63,1,,0.0
1029,m-flo,come again,79,75,75,60,66,72,47,1,,0.0
1030,Radiohead,Creep,79,89,47,75,70,70,69,1,,0.0
1031,宇多田ヒカル,One Last Kiss,79,89,66,65,37,69,55,1,2021,0.5
1032,神聖かまってちゃん,ロックンロールは鳴り止まないっ,79,87,74,67,40,71,48,1,,0.0
1033,Billy Joel,Just the Way You Are,80,71,78,78,47,74,46,1,,0.0
1034,Oasis,Champagne Supernova,76,70,48,71,45,73,52,1,,0.0
1035,Queen,Don’t Stop Me Now,79,79,49,70,45,72,60,1,,0.0
1036,レイ・ハラカミ,owari no kisetsu,80,71,69,64,58,81,56,1,,0.0
1037,電気グルーヴ,虹,79,75,46,56,57,78,70,1,,0.0
1038,Bob Dylan,Like a Rolling Stone,80,77,60,72,64,70,56,1,,0.0
1039,Eagles,Hotel California,81,85,54,72,39,75,60,1,,0.0
1040,METAFIVE,環境と心理,80,76,54,62,56,78,75,1,2020,0.5
1041,My Chemical Romance,Welcome to the Black Parade,75,70,47,62,47,79,55,1,,0.0
1042,Stevie Wonder,Sir Duke,86,70,80,59,60,68,49,1,,0.0
1043,Television,Marquee Moon,82,88,49,71,46,82,62,1,,0.0
1044,The Jackson 5,I Want You Back,79,73,71,61,66,78,44,1,,0.0
1045,YELLOW MAGIC ORCHESTRA,RYDEEN,78,79,47,67,55,71,63,1,,0.0
1046,星野源,不思議,81,83,71,59,44,78,57,1,2021,0.5
1047,Aphex Twin,Xtal,79,69,69,63,35,70,50,1,,0.0
1048,Ben E. King,Stand By Me,78,82,71,70,64,82,55,1,,0.0
1049,Cornelius,あなたがいるなら,79,68,60,57,45,72,44,1,,0.0
1050,King Crimson,21st Century Schizoid Man,76,70,60,56,69,72,51,1,,0.0
1051,my bloody valentine,only shallow,77,68,64,66,53,68,62,1,,0.0
1052,Pixies,Where Is My Mind?,77,74,60,60,40,79,45,1,,0.0
1053,Radiohead,Let Down,80,83,74,75,38,74,49,1,,0.0
1054,Radiohead,Paranoid Android,79,82,43,69,40,73,46,1,,0.0
1055,The Verve,Bitter Sweet Symphony,77,85,54,58,39,69,61,1,,0.0
1056,XTC,The Mayor of Simpleton,79,80,77,63,60,69,41,1,,0.0
1057,キリンジ,スウィートソウル,78,70,61,75,65,69,52,1,,0.0
1058,ランカ・リー=中島愛,星間飛行,80,80,57,72,46,76,70,1,,0.0
1059,岡村靖幸,あの娘ぼくがロングシュート決めたらどんな顔するだろう,78,79,71,65,36,70,65,1,,0.0
1060,電気グルーヴ,N.O.,82,78,80,55,58,73,42,1,,0.0
1061,Cyndi Lauper,Time After Time,76,83,76,63,70,79,74,1,,0.0
1062,Daft Punk,Digital Love,79,83,53,69,60,73,60,1,,0.0
1063,Janet Jackson,Got ‘Til It’s Gone,77,84,42,61,50,69,54,1,,0.0
1064,Kanye West,Runaway,78,74,67,58,37,79,63,1,,0.0
1065,Marvin Gaye,Mercy Mercy Me (The Ecology),78,74,62,72,42,73,71,1,,0.0
1066,Nujabes,Luv(sic.) pt3 (feat. Shing02),79,69,65,72,61,78,73,1,,0.0
1067,Queen,Under Pressure,81,78,72,60,33,81,60,1,,0.0
1068,Simon & Garfunkel,Bridge Over Troubled Water,78,72,79,66,65,75,61,1,,0.0
1069,Sting,Englishman In New York,80,78,57,71,41,75,69,1,,0.0
1070,The Avalanches,Since I Left You,79,72,69,62,58,79,44,1,,0.0
1071,toe,グッドバイ,79,74,54,76,40,68,40,1,,0.0
1072,坂本龍一,Thousand Knives,81,86,78,76,36,71,49,1,,0.0
1073,東京事変,透明人間,79,75,68,56,59,74,58,1,,0.0
1074,藤井風,帰ろう,74,80,44,56,70,77,45,1,2020,0.5
1075,ABBA,Dancing Queen,76,83,56,57,37,67,46,1,,0.0
1076,Alicia Keys,If I Ain’t Got You,80,70,64,75,61,80,63,1,,0.0
1077,Coldplay,Yellow,77,69,60,66,43,69,61,1,,0.0
1078,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),76,74,73,73,53,80,67,1,,0.0
1079,Elton John,Your Song,76,74,58,55,67,74,68,1,,0.0
1080,Jeff Buckley,Hallelujah,77,77,76,55,59,70,63,1,,0.0
1081,MGMT,Kids,80,84,40,66,43,76,42,1,,0.0
1082,my bloody valentine,soon,74,73,62,62,48,72,56,1,,0.0
1083,Nujabes,Reflection Eternal,80,85,42,73,46,73,53,1,,0.0
1084,Parannoul,아름다운 세상 Beautiful World,78,72,52,76,44,67,71,1,2021,0.5
1085,Procol Harum,A Whiter Shade of Pale,77,68,44,63,57,73,58,1,,0.0
1086,Queen,Somebody to Love,77,81,53,71,60,77,54,1,,0.0
1087,Sly & The Family Stone,If You Want Me to Stay,77,69,50,59,57,68,47,1,,0.0
1088,The Beatles,"Here, There And Everywhere",76,67,53,70,50,80,72,1,,0.0
1089,The Beatles,Let It Be,79,85,68,65,44,69,74,1,,0.0
1090,The Beatles,Strawberry Fields Forever,80,83,79,73,58,72,40,1,,0.0
1091,The Cure,Boys Don’t Cry,79,85,66,73,71,73,71,1,,0.0
